source_row_id,source_part,software,source_native_tool,atomic_tool_function,source_operation_family,family_id,family_cn,macro_group,interaction_mode,mapping_basis,official_source_id,official_source_url,mapping_confidence,ambiguity_note,original_geometry_level,original_geometry_effect,original_operation_semantics
S059,2,Blender,合并 / 焊接 / 溶解,溶解,合并 / 焊接 / 溶解,F15,溶解与冗余拓扑移除,拓扑简化,Selection + operator,移除元素并重建邻接关系；主要效果：简化不必要拓扑,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S060,1,Maya,合并 / 目标焊接,合并/目标焊接,合并 / 焊接 / 溶解,F14,合并与焊接,拓扑简化,Selection + operator,将多个元素合并为共享元素；主要效果：消除缝隙或重复点,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S061,1,3ds Max,焊接 / 移除,焊接,合并 / 焊接 / 溶解,F14,合并与焊接,拓扑简化,Selection + operator,将多个元素合并为共享元素；主要效果：消除缝隙或重复点,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S061,2,3ds Max,焊接 / 移除,移除,合并 / 焊接 / 溶解,F15,溶解与冗余拓扑移除,拓扑简化,Selection + operator,移除元素并重建邻接关系；主要效果：简化不必要拓扑,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S062,1,Cinema 4D,焊接 / 优化,焊接,合并 / 焊接 / 溶解,F14,合并与焊接,拓扑简化,Selection + operator,将多个元素合并为共享元素；主要效果：消除缝隙或重复点,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S062,2,Cinema 4D,焊接 / 优化,优化,合并 / 焊接 / 溶解,F15,溶解与冗余拓扑移除,拓扑简化,Selection + operator,移除元素并重建邻接关系；主要效果：简化不必要拓扑,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,Medium,Optimize 可能同时执行阈值焊接与冗余清理，需核对具体设置。,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S063,1,Houdini,Fuse/Dissolve,Fuse,合并 / 焊接 / 溶解,F14,合并与焊接,拓扑简化,Selection + operator,将多个元素合并为共享元素；主要效果：消除缝隙或重复点,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S063,2,Houdini,Fuse/Dissolve,Dissolve,合并 / 焊接 / 溶解,F15,溶解与冗余拓扑移除,拓扑简化,Selection + operator,移除元素并重建邻接关系；主要效果：简化不必要拓扑,H04,https://www.sidefx.com/docs/houdini/nodes/sop/dissolve.html,High,,点 / 边 / 拓扑,合并顶点/边，或移除冗余拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S064,1,Blender,细分 / 细分曲面 / 体素重构,细分/细分曲面,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S064,2,Blender,细分 / 细分曲面 / 体素重构,体素重构,细分 / 平滑 / 重构网格,F17,体素或均匀重网格,重建与分辨率,Operator/parameter,重新采样并生成近均匀拓扑；主要效果：统一密度、合并碎片,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S065,1,Maya,平滑 / 重构网格,平滑,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S065,2,Maya,平滑 / 重构网格,重构网格,细分 / 平滑 / 重构网格,F18,重拓扑与四边形化,重建与分辨率,Operator/parameter,依据表面与流向重建面布局；主要效果：生成更适合编辑/动画的拓扑,M04,https://help.autodesk.com/cloudhelp/2025/ENU/Maya-Basics/files/GUID-EBF1E652-4DDD-423F-B42E-3BF85AE46A5D.htm,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S066,1,3ds Max,TurboSmooth,TurboSmooth,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,A04,https://help.autodesk.com/cloudhelp/2023/ENU/3DSMax-Modifiers/files/GUID-EA8FF838-B197-4565-9A85-71CE93DA4F68.htm,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S067,1,Cinema 4D,细分曲面,细分曲面,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S068,1,ZBrush,Divide/Dynamesh/ZRemesher,Divide,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,Z02,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/tool/polymesh/geometry/geometry.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S068,2,ZBrush,Divide/Dynamesh/ZRemesher,DynaMesh,细分 / 平滑 / 重构网格,F17,体素或均匀重网格,重建与分辨率,Operator/parameter,重新采样并生成近均匀拓扑；主要效果：统一密度、合并碎片,Z02,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/tool/polymesh/geometry/geometry.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S068,3,ZBrush,Divide/Dynamesh/ZRemesher,ZRemesher,细分 / 平滑 / 重构网格,F18,重拓扑与四边形化,重建与分辨率,Operator/parameter,依据表面与流向重建面布局；主要效果：生成更适合编辑/动画的拓扑,Z03,https://help.maxon.net/zbr/en-us/Content/html/zbrushcore/reference-guide/tool/geometry/geometry.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S069,1,Nomad Sculpt,体素重构,体素重构,细分 / 平滑 / 重构网格,F17,体素或均匀重网格,重建与分辨率,Operator/parameter,重新采样并生成近均匀拓扑；主要效果：统一密度、合并碎片,N02,https://nomadsculpt.com/manual/topology,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S070,1,Houdini,Subdivide/Remesh,Subdivide,细分 / 平滑 / 重构网格,F16,细分曲面与分辨率细化,重建与分辨率,Operator/parameter,按细分规则增加采样并可平滑极限面；主要效果：提升分辨率/连续性,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S070,2,Houdini,Subdivide/Remesh,Remesh,细分 / 平滑 / 重构网格,F17,体素或均匀重网格,重建与分辨率,Operator/parameter,重新采样并生成近均匀拓扑；主要效果：统一密度、合并碎片,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,网格 / 拓扑密度,增加分辨率、做细分平滑，或重建网格拓扑。,相当于减少渲染负载，在可以保证效果的基础上
S071,1,Blender,布尔修改器,布尔修改器,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,B03,https://docs.blender.org/manual/en/2.83/modeling/modifiers/index.html,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S072,1,Maya,布尔,布尔,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S073,1,3ds Max,布尔 / ProBoolean,布尔 / ProBoolean,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S074,1,Cinema 4D,Boole,Boole,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S075,1,ZBrush,Live Boolean,Live Boolean,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,Z05,https://help.maxon.net/zbr/en-us/Content/html/user-guide/3d-modeling/modeling-basics/creating-meshes/live-boolean/live-boolean.html,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S076,1,Nomad Sculpt,布尔,布尔,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,N01,https://nomadsculpt.com/manual/tools,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S077,1,Houdini,Boolean SOP,Boolean SOP,布尔运算,F19,布尔集合运算,实体组合,Operator/parameter,求并集、交集或差集；主要效果：组合或切除体量,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,对象 / 实体区域,计算几何之间的并集、差集或交集。,智能融合，把两个东西融合起来
S078,1,Blender,实体化,实体化,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,B03,https://docs.blender.org/manual/en/2.83/modeling/modifiers/index.html,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S079,1,Maya,挤出厚度,挤出厚度,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S080,1,3ds Max,壳修改器,壳修改器,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S081,1,Cinema 4D,布料曲面厚度,布料曲面厚度,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S082,1,ZBrush,Panel Loops/Extract,Panel Loops/Extract,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,Z06,https://help.maxon.net/zbr/en-us/Content/html/user-guide/3d-modeling/hard-surface/panel-loops/panel-loops.html,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S083,1,Nomad Sculpt,壳,壳,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,N01,https://nomadsculpt.com/manual/tools,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S084,1,Houdini,Solidify/PolyExtrude 厚度,Solidify/PolyExtrude 厚度,实体化 /蒙皮等,F20,壳体与厚度生成,实体组合,Operator/parameter,沿法线偏移并连接边界形成厚度；主要效果：将薄面变为壳体/实体,H10,https://www.sidefx.com/docs/houdini/nodes/sop/skinsolidify.html,High,,表面 / 体积,给开放表面增加厚度或壳体体积。,布料模拟，皮肤模拟等
S085,1,Blender,镜像,镜像,镜像 / 对称,F21,几何镜像,复制与对称,Operator/parameter,复制或反射几何到对称平面另一侧；主要效果：得到对称几何,B03,https://docs.blender.org/manual/en/2.83/modeling/modifiers/index.html,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S086,1,Maya,镜像几何,镜像几何,镜像 / 对称,F21,几何镜像,复制与对称,Operator/parameter,复制或反射几何到对称平面另一侧；主要效果：得到对称几何,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S087,1,3ds Max,对称,对称,镜像 / 对称,F21,几何镜像,复制与对称,Operator/parameter,复制或反射几何到对称平面另一侧；主要效果：得到对称几何,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S088,1,Cinema 4D,对称对象,对称对象,镜像 / 对称,F21,几何镜像,复制与对称,Operator/parameter,复制或反射几何到对称平面另一侧；主要效果：得到对称几何,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S089,1,ZBrush,启用对称,启用对称,镜像 / 对称,F22,对称操作复制,复制与对称,Selection + operator,把同一编辑动作映射到对称位置；主要效果：同步产生对称编辑结果,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S090,1,Nomad Sculpt,对称,对称,镜像 / 对称,F22,对称操作复制,复制与对称,Selection + operator,把同一编辑动作映射到对称位置；主要效果：同步产生对称编辑结果,N03,https://nomadsculpt.com/manual/symmetry,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S091,1,Houdini,Mirror SOP,Mirror SOP,镜像 / 对称,F21,几何镜像,复制与对称,Operator/parameter,复制或反射几何到对称平面另一侧；主要效果：得到对称几何,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,对象 / 组件 / 笔刷笔触,沿轴或平面对几何或笔触做镜像。,转换成语义即可
S092,1,Blender,阵列,阵列,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,B03,https://docs.blender.org/manual/en/2.83/modeling/modifiers/index.html,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S093,1,Maya,特殊复制 / MASH,特殊复制 / MASH,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,M05,https://help.autodesk.com/cloudhelp/2025/ENU/Maya-Basics/files/GUID-961B262B-F882-452C-B6A9-1B7F3AD8E0FE.htm,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S094,1,3ds Max,阵列,阵列,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S095,1,Cinema 4D,克隆器,克隆器,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S096,1,ZBrush,ArrayMesh/NanoMesh,ArrayMesh/NanoMesh,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S097,1,Nomad Sculpt,重复,重复,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,N01,https://nomadsculpt.com/manual/tools,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S098,1,Houdini,Copy to Points,Copy to Points,阵列 / 重复复制,F23,阵列与实例化重复,复制与对称,Operator/parameter,按规则重复复制或实例化；主要效果：形成线性、径向或点分布重复,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,对象 / 组件 / 实例,线性、径向、沿路径或以实例方式重复几何。,转换成语义即可
S099,1,Blender,简单变形,简单变形,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,B04,https://docs.blender.org/manual/id/3.6/modeling/modifiers/deform/simple_deform.html,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S100,1,Maya,弯曲 / 扭转 / 张开,弯曲 / 扭转 / 张开,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S101,1,3ds Max,弯曲 / 扭转 / 锥化,弯曲 / 扭转 / 锥化,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S102,1,Cinema 4D,弯曲 / 扭转 / 锥化,弯曲 / 扭转 / 锥化,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S103,1,ZBrush,Gizmo 变形器,Gizmo 变形器,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,Z04,https://help.maxon.net/zbr/en-us/Content/html/user-guide/3d-modeling/modeling-basics/gizmo-3d/deformers/list-of-deformers/list-of-deformers.html,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S104,1,Nomad Sculpt,弯曲 / 扭转,弯曲 / 扭转,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,N01,https://nomadsculpt.com/manual/tools,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S105,1,Houdini,Bend/Twist/Lattice,Bend/Twist,弯曲 / 扭转 / 锥化,F24,轴向参数变形,参数形变,Operator/parameter,依据轴与角度/曲率函数变形；主要效果：弯曲、扭转、锥化或张开,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S105,2,Houdini,Bend/Twist/Lattice,Lattice,弯曲 / 扭转 / 锥化,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,对象 / 区域,对已有几何做整体或局部弯曲、扭转、锥化或扭曲。,拖拽
S106,1,Blender,比例编辑 / 晶格,比例编辑 / 晶格,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S107,1,Maya,软选择 / 晶格,软选择 / 晶格,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,M03,https://help.autodesk.com/cloudhelp/2025/ENU/Maya-Modeling/files/GUID-7EC09146-E5E8-449E-83D7-BFE7C780C32D.htm,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S108,1,3ds Max,软选择 / FFD,软选择 / FFD,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,A05,https://help.autodesk.com/cloudhelp/2021/ENU/3DSMax-Modifiers/files/GUID-1129177A-6B3D-47EB-8636-B6D38BE816F8.htm,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S109,1,Cinema 4D,FFD,FFD,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S110,1,ZBrush,Gizmo 衰减,Gizmo 衰减,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,Z01,https://help.maxon.net/zbr/en-us/Content/html/reference-guide/brush/brush-types/brush-types.html,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S111,1,Nomad Sculpt,带衰减移动,带衰减移动,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,N01,https://nomadsculpt.com/manual/tools,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S112,1,Houdini,Lattice/Edit,Lattice/Edit,晶格 / 软选择变形,F25,衰减与晶格笼变形,参数形变,Direct manipulation,由权重场或控制笼插值位移；主要效果：产生连续局部形变,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,组件 / 区域 / 控制笼,通过衰减或控制笼移动区域。,形状上的变形，类似于我们要保留地拖拽
S113,1,Blender,旋转 / 螺旋,旋转 / 螺旋,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S114,1,Maya,旋转成形,旋转成形,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,M01,https://help.autodesk.com/cloudhelp/ENU/MayaCRE-Modeling/files/GUID-C8EC81A1-46B2-498C-A759-7DC304D8B687.htm,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S115,1,3ds Max,车削,车削,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,A01,https://help.autodesk.com/view/MAXDEV/2024/ENU/?guid=GUID-B40F84EA-5F19-45B6-AA7C-0ADC77708BBE,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S116,1,Cinema 4D,车削,车削,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,C03,https://help.maxon.net/c4d/en-us/Content/html/5166.html?TocPath=Coordinates%7CGenerators%7C_____0,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S117,1,Nomad Sculpt,车削,车削,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,N01,https://nomadsculpt.com/manual/tools,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S118,1,Houdini,Revolve,Revolve,车削 / 旋转成形,F26,旋转成形,截面生成,Operator/parameter,截面绕轴旋转生成表面；主要效果：形成轴对称体,H02,https://www.sidefx.com/docs/houdini/nodes/sop/index.html,High,,曲线 / 剖面 / 曲面,把剖面绕轴旋转生成曲面。,转换成语义
S119,1,Blender,曲线倒角 / Skin,曲线倒角,扫掠 / 放样 / 蒙皮,F27,沿路径扫掠,截面生成,Operator/parameter,截面沿一条路径传输；主要效果：形成管、条带或扫掠体,B02,https://docs.blender.org/manual/en/4.0/modeling/meshes/editing/index.html,High,,曲线 / 剖面 / 曲面,由路径、剖面、导轨或截面生成曲面。,空间中定位加人的手势操作引导+语言或许可以解决。
